Name,Description,URL
lighthouse,Automated auditing performance metrics and best practices for the web.,https://github.com/GoogleChrome/lighthouse
Daily-Interview-Question,,https://github.com/Advanced-Frontend/Daily-Interview-Question
JCSprout,Java Core Sprout : basic concurrent algorithm,https://github.com/crossoverJie/JCSprout
Charts,Beautiful charts for iOS/tvOS/OSX! The Apple side of the crossplatform MPAndroidChart.,https://github.com/danielgindi/Charts
awesome-python-cn,PythonWebPython,https://github.com/jobbole/awesome-python-cn
AnotherRedisDesktopManager,A faster better and more stable Redis desktop manager [GUI client] compatible with Linux Windows Mac.,https://github.com/qishibo/AnotherRedisDesktopManager
weui,A UI library by WeChat official design team includes the most useful widgets/modules in mobile web applications.,https://github.com/Tencent/weui
consul,Consul is a distributed highly available and data center aware solution to connect and configure applications across dynamic distributed infrastructure.,https://github.com/hashicorp/consul
cheerio,The fast flexible and elegant library for parsing and manipulating HTML and XML.,https://github.com/cheeriojs/cheerio
pytorch-image-models,PyTorch image models scripts pretrained weights -- ResNet ResNeXT EfficientNet NFNet Vision Transformer (ViT) MobileNet-V3/V2 RegNet DPN CSPNet Swin Transformer MaxViT CoAtNet ConvNeXt and more,https://github.com/huggingface/pytorch-image-models
chatgpt-web,Express Vue3 ChatGPT,https://github.com/Chanzhaoyu/chatgpt-web
stanford_alpaca,Code and documentation to train Stanford's Alpaca models and generate the data.,https://github.com/tatsu-lab/stanford_alpaca
AI-Expert-Roadmap,Roadmap to becoming an Artificial Intelligence Expert in 2022,https://github.com/AMAI-GmbH/AI-Expert-Roadmap
Faker,Faker is a PHP library that generates fake data for you,https://github.com/fzaninotto/Faker
mobx,Simple scalable state management.,https://github.com/mobxjs/mobx
canal,MySQL binlog &,https://github.com/alibaba/canal
python-guide,Python best practices guidebook written for humans.,https://github.com/realpython/python-guide
floating-ui,A JavaScript library to position floating elements and create interactions for them.,https://github.com/floating-ui/floating-ui
bark,Text-Prompted Generative Audio Model,https://github.com/suno-ai/bark
hangzhou_house_knowledge,2017Sharing the knowledge of buy an own house that according to the experience at hangzhou in 2017 to all the people. It's not easy to buy a own house so I hope that it would be useful to everyone.,https://github.com/houshanren/hangzhou_house_knowledge
jq,Command-line JSON processor,https://github.com/jqlang/jq
echo,High performance minimalist Go web framework,https://github.com/labstack/echo
poetry,Python packaging and dependency management made easy,https://github.com/python-poetry/poetry
waifu2x,Image Super-Resolution for Anime-Style Art,https://github.com/nagadomi/waifu2x
portainer,Making Docker and Kubernetes management easy.,https://github.com/portainer/portainer
react-select,The Select Component for React.js,https://github.com/JedWatson/react-select
awesome-remote-job,A curated list of awesome remote jobs and resources. Inspired by https://github.com/vinta/awesome-python,https://github.com/lukasz-madon/awesome-remote-job
MetaGPT,The Multi-Agent Framework: Given one line Requirement return PRD Design Tasks Repo,https://github.com/geekan/MetaGPT
AgentGPT,Assemble configure and deploy autonomous AI Agents in your browser.,https://github.com/reworkd/AgentGPT
yapi,YApi QA,https://github.com/YMFE/yapi
nushell,A new type of shell,https://github.com/nushell/nushell
spring-cloud-alibaba,Spring Cloud Alibaba provides a one-stop solution for application development for the distributed solutions of Alibaba middleware.,https://github.com/alibaba/spring-cloud-alibaba
linkedin-skill-assessments-quizzes,Full reference of LinkedIn answers 2023 for skill assessments (aws-lambda rest-api javascript react git html jquery mongodb java Go python machine-learning power-point) linkedin excel test lsungen linkedin machine learning test LinkedIn test questions and answers,https://github.com/Ebazhanov/linkedin-skill-assessments-quizzes
bevy,A refreshingly simple data-driven game engine built in Rust,https://github.com/bevyengine/bevy
ResumeSample,Resume template for Chinese programmers . PHPiOSAndroidWebJavaC/C++NodeJS,https://github.com/geekcompany/ResumeSample
react-spring,A spring physics based React animation library,https://github.com/pmndrs/react-spring
detectron2,Detectron2 is a platform for object detection segmentation and other visual recognition tasks.,https://github.com/facebookresearch/detectron2
django-rest-framework,Web APIs for Django.,https://github.com/encode/django-rest-framework
vhr,SpringBoot+Vue,https://github.com/lenve/vhr
awesome-docker,:whale: A curated list of Docker resources and projects,https://github.com/veggiemonk/awesome-docker
mattermost,Mattermost is an open source platform for secure collaboration across the entire software development lifecycle..,https://github.com/mattermost/mattermost
etcher,Flash OS images to SD cards & USB drives safely and easily.,https://github.com/balena-io/etcher
gitflow,Git extensions to provide high-level repository operations for Vincent Driessen's branching model.,https://github.com/nvie/gitflow
sharp,High performance Node.js image processing the fastest module to resize JPEG PNG WebP AVIF and TIFF images. Uses the libvips library.,https://github.com/lovell/sharp
angular-cli,CLI tool for Angular,https://github.com/angular/angular-cli
rethinkdb,The open-source database for the realtime web.,https://github.com/rethinkdb/rethinkdb
30-Days-Of-Python,30 days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than100 days follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw,https://github.com/Asabeneh/30-Days-Of-Python
nginxconfig.io,NGINX config generator on steroids,https://github.com/digitalocean/nginxconfig.io
codemirror5,In-browser code editor (version 5 legacy),https://github.com/codemirror/codemirror5
SpringAll,Spring BootSpring Boot & ShiroSpring BatchSpring CloudSpring Cloud AlibabaSpring Security & Spring Security OAuth2Springhttps://mrbird.cc,https://github.com/wuyouzhuguli/SpringAll
css-protips,A collection of tips to help take your CSS skills pro,https://github.com/AllThingsSmitty/css-protips
influxdb,Scalable datastore for metrics events and real-time analytics,https://github.com/influxdata/influxdb
RSSHub,Everything is RSSible,https://github.com/DIYgod/RSSHub
folly,An open-source C++ library developed and used at Facebook.,https://github.com/facebook/folly
rocksdb,A library that provides an embeddable persistent key-value store for fast storage.,https://github.com/facebook/rocksdb
serenity,The Serenity Operating System,https://github.com/SerenityOS/serenity
mongoose,MongoDB object modeling designed to work in an asynchronous environment.,https://github.com/Automattic/mongoose
reverse-interview,Questions to ask the company during your interview,https://github.com/viraptor/reverse-interview
pocketbase,Open Source realtime backend in 1 file,https://github.com/pocketbase/pocketbase
Detectron,FAIR's research platform for object detection research implementing popular algorithms like Mask R-CNN and RetinaNet.,https://github.com/facebookresearch/Detectron
immer,Create the next immutable state by mutating the current one,https://github.com/immerjs/immer
ace,Ace (Ajax.org Cloud9 Editor),https://github.com/ajaxorg/ace
zig,General-purpose programming language and toolchain for maintaining robust optimal and reusable software.,https://github.com/ziglang/zig
the-super-tiny-compiler,:snowman: Possibly the smallest compiler ever,https://github.com/jamiebuilds/the-super-tiny-compiler
awesome-compose,Awesome Docker Compose samples,https://github.com/docker/awesome-compose
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,"aka ""Bayesian Methods for Hackers"": An introduction to Bayesian methods + probabilistic programming with a computation/understanding-first mathematics-second point of view. All in pure Python ;)",https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers
kafka,Mirror of Apache Kafka,https://github.com/apache/kafka
gitbook,Modern documentation format and toolchain using Git and Markdown,https://github.com/GitbookIO/gitbook
fabric.js,Javascript Canvas Library SVG-to-Canvas (& canvas-to-SVG) Parser,https://github.com/fabricjs/fabric.js
C-Plus-Plus,Collection of various algorithms in mathematics machine learning computer science and physics implemented in C++ for educational purposes.,https://github.com/TheAlgorithms/C-Plus-Plus
tqdm,:zap: A Fast Extensible Progress Bar for Python and CLI,https://github.com/tqdm/tqdm
fetch,A window.fetch JavaScript polyfill.,https://github.com/JakeChampion/fetch
select2,Select2 is a jQuery based replacement for select boxes. It supports searching remote data sets and infinite scrolling of results.,https://github.com/select2/select2
remote-jobs,A list of semi to fully remote-friendly companies (jobs) in tech.,https://github.com/remoteintech/remote-jobs
request,Simplified HTTP request client.,https://github.com/request/request
butterknife,Bind Android views and callbacks to fields and methods.,https://github.com/JakeWharton/butterknife
data-science-ipython-notebooks,Data science Python notebooks: Deep learning (TensorFlow Theano Caffe Keras) scikit-learn Kaggle big data (Spark Hadoop MapReduce HDFS) matplotlib pandas NumPy SciPy Python essentials AWS and various command lines.,https://github.com/donnemartin/data-science-ipython-notebooks
os-tutorial,How to create an OS from scratch,https://github.com/cfenollosa/os-tutorial
handson-ml2,A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn Keras and TensorFlow 2.,https://github.com/ageron/handson-ml2
nprogress,For slim progress bars like on YouTube Medium etc,https://github.com/rstacruz/nprogress
mmdetection,OpenMMLab Detection Toolbox and Benchmark,https://github.com/open-mmlab/mmdetection
jsoncrack.com,Innovative and open-source visualization application that transforms various data formats such as JSON YAML XML CSV and more into interactive graphs.,https://github.com/AykutSarac/jsoncrack.com
Modernizr,Modernizr is a JavaScript library that detects HTML5 and CSS3 features in the users browser.,https://github.com/Modernizr/Modernizr
nodemon,Monitor for any changes in your node.js application and automatically restart the server - perfect for development,https://github.com/remy/nodemon
go-zero,A cloud-native Go microservices framework with cli tool for productivity.,https://github.com/zeromicro/go-zero
chinese-independent-developer,--,https://github.com/1c7/chinese-independent-developer
fastjson,FASTJSON 2.0.x has been released faster and more secure recommend you upgrade.,https://github.com/alibaba/fastjson
pnpm,Fast disk space efficient package manager,https://github.com/pnpm/pnpm
kit,A standard library for microservices.,https://github.com/go-kit/kit
ShareX,ShareX is a free and open source program that lets you capture or record any area of your screen and share it with a single press of a key. It also allows uploading images text or other types of files to many supported destinations you can choose from.,https://github.com/ShareX/ShareX
vagrant,Vagrant is a tool for building and distributing development environments.,https://github.com/hashicorp/vagrant
zod,TypeScript-first schema validation with static type inference,https://github.com/colinhacks/zod
react-virtualized,React components for efficiently rendering large lists and tabular data,https://github.com/bvaughn/react-virtualized
NewPipe,A libre lightweight streaming front-end for Android.,https://github.com/TeamNewPipe/NewPipe
weekly,,https://github.com/ascoders/weekly
commander.js,node.js command-line interfaces made easy,https://github.com/tj/commander.js
python-fire,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,https://github.com/google/python-fire
JavaScript30,30 Day Vanilla JS Challenge,https://github.com/wesbos/JavaScript30
xxl-job,A distributed task scheduling framework.XXL-JOB,https://github.com/xuxueli/xxl-job
the_silver_searcher,A code-searching tool similar to ack but faster.,https://github.com/ggreer/the_silver_searcher
Clone-Wars,100+ open-source clones of popular sites like Airbnb Amazon Instagram Netflix Tiktok Spotify Whatsapp Youtube etc. See source code demo links tech stack github stars.,https://github.com/GorvGoyl/Clone-Wars
hacker-laws,Laws Theories Principles and Patterns that developers will find useful. #hackerlaws,https://github.com/dwmkerr/hacker-laws
cmder,Lovely console emulator package for Windows,https://github.com/cmderdev/cmder
linux-command,LinuxLinuxhttps://git.io/linux,https://github.com/jaywcjlove/linux-command
engineering-blogs,A curated list of engineering blogs,https://github.com/kilimchoi/engineering-blogs
handson-ml,DEPRECATED See https://github.com/ageron/handson-ml3 instead.,https://github.com/ageron/handson-ml
fastText,Library for fast text representation and classification.,https://github.com/facebookresearch/fastText
logseq,A privacy-first open-source platform for knowledge management and collaboration. Download link: http://github.com/logseq/logseq/releases. roadmap: http://trello.com/b/8txSM12G/roadmap,https://github.com/logseq/logseq
proxyee-down,httphttp,https://github.com/proxyee-down-org/proxyee-down
dokku,A docker-powered PaaS that helps you build and manage the lifecycle of applications,https://github.com/dokku/dokku
YouCompleteMe,A code-completion engine for Vim,https://github.com/ycm-core/YouCompleteMe
docsify,A magical documentation site generator.,https://github.com/docsifyjs/docsify
helm,The Kubernetes Package Manager,https://github.com/helm/helm
fonts,Patched fonts for Powerline users.,https://github.com/powerline/fonts
toBeTopJavaer,To Be Top Javaer - Java,https://github.com/hollischuang/toBeTopJavaer
jellyfin,The Free Software Media System,https://github.com/jellyfin/jellyfin
alpine,A rugged minimal framework for composing JavaScript behavior in your markup.,https://github.com/alpinejs/alpine
YesPlayMusic,Windows / macOS / Linux :electron:,https://github.com/qier222/YesPlayMusic
Complete-Python-3-Bootcamp,Course Files for Complete Python 3 Bootcamp Course on Udemy,https://github.com/Pierian-Data/Complete-Python-3-Bootcamp
helix,A post-modern modal text editor.,https://github.com/helix-editor/helix
Ryujinx,Experimental Nintendo Switch Emulator written in C#,https://github.com/Ryujinx/Ryujinx
modern-js-cheatsheet,Cheatsheet for the JavaScript knowledge you will frequently encounter in modern projects.,https://github.com/mbeaudru/modern-js-cheatsheet
xstate,State machines and statecharts for the modern web.,https://github.com/statelyai/xstate
open-interpreter,OpenAI's Code Interpreter in your terminal running locally,https://github.com/KillianLucas/open-interpreter
termux-app,Termux - a terminal emulator application for Android OS extendible by variety of packages.,https://github.com/termux/termux-app
nylas-mail,:love_letter: An extensible desktop mail app built on the modern web. Forks welcome!,https://github.com/nylas/nylas-mail
applied-ml,Papers & tech blogs by companies sharing their work on data science & machine learning in production.,https://github.com/eugeneyan/applied-ml
nanoGPT,The simplest fastest repository for training/finetuning medium-sized GPTs.,https://github.com/karpathy/nanoGPT
awesome-deep-learning-papers,The most cited deep learning papers,https://github.com/terryum/awesome-deep-learning-papers
ngx-admin,Customizable admin dashboard template based on Angular 10+,https://github.com/akveo/ngx-admin
daisyui,The most popular free and open-source Tailwind CSS component library,https://github.com/saadeghi/daisyui
SDWebImage,Asynchronous image downloader with cache support as a UIImageView category,https://github.com/SDWebImage/SDWebImage
awesome-electron,Useful resources for creating apps with Electron,https://github.com/sindresorhus/awesome-electron
CheatSheetSeries,The OWASP Cheat Sheet Series was created to provide a concise collection of high value information on specific application security topics.,https://github.com/OWASP/CheatSheetSeries
lightning,Deep learning framework to train deploy and ship AI products Lightning fast.,https://github.com/Lightning-AI/lightning
remix,Build Better Websites. Create modern resilient user experiences with web fundamentals.,https://github.com/remix-run/remix
jax,Composable transformations of Python+NumPy programs: differentiate vectorize JIT to GPU/TPU and more,https://github.com/google/jax
rufus,The Reliable USB Formatting Utility,https://github.com/pbatard/rufus
darknet,Convolutional Neural Networks,https://github.com/pjreddie/darknet
xgboost,Scalable Portable and Distributed Gradient Boosting (GBDT GBRT or GBM) Library for Python R Java Scala C++ and more. Runs on single machine Hadoop Spark Dask Flink and DataFlow,https://github.com/dmlc/xgboost
numpy,The fundamental package for scientific computing with Python.,https://github.com/numpy/numpy
fastai,The fastai deep learning library,https://github.com/fastai/fastai
tachiyomi,Free and open source manga reader for Android.,https://github.com/tachiyomiorg/tachiyomi
faiss,A library for efficient similarity search and clustering of dense vectors.,https://github.com/facebookresearch/faiss
k3s,Lightweight Kubernetes,https://github.com/k3s-io/k3s
ink,React for interactive command-line apps,https://github.com/vadimdemedes/ink
Depix,Recovers passwords from pixelized screenshots,https://github.com/spipm/Depix
lottie-ios,An iOS library to natively render After Effects vector animations,https://github.com/airbnb/lottie-ios
swagger-ui,Swagger UI is a collection of HTML JavaScript and CSS assets that dynamically generate beautiful documentation from a Swagger-compliant API.,https://github.com/swagger-api/swagger-ui
novu,The open-source notification infrastructure with fully functional embedded notification center,https://github.com/novuhq/novu
EventBus,Event bus for Android and Java that simplifies communication between Activities Fragments Threads Services etc. Less code better quality.,https://github.com/greenrobot/EventBus
Python-programming-exercises,100+ Python challenging programming exercises,https://github.com/zhiwehu/Python-programming-exercises
mongo,The MongoDB Database,https://github.com/mongodb/mongo
SmartRefreshLayout,RefreshLayoutOverScrollAndroidHeader Footer,https://github.com/scwang90/SmartRefreshLayout
aos,Animate on scroll library,https://github.com/michalsnik/aos
eShopOnContainers,Cross-platform .NET sample microservices and container based application that runs on Linux Windows and macOS. Powered by .NET 7 Docker Containers and Azure Kubernetes Services. Supports Visual Studio VS for Mac and CLI based environments with Docker CLI dotnet CLI VS Code or any other code editor.,https://github.com/dotnet-architecture/eShopOnContainers
iris,The fastest HTTP/2 Go Web Framework. New modern and easy to learn. Fast development with Code you control. Unbeatable cost-performance ratio :rocket:,https://github.com/kataras/iris
plyr,A simple HTML5 YouTube and Vimeo player,https://github.com/sampotts/plyr
OpenBBTerminal,Investment Research for Everyone Everywhere.,https://github.com/OpenBB-finance/OpenBBTerminal
editor.js,A block-style editor with clean JSON output,https://github.com/codex-team/editor.js
quasar,Quasar Framework - Build high-performance VueJS user interfaces in record time,https://github.com/quasarframework/quasar
tools,Unified developer tools for JavaScript TypeScript and the web,https://github.com/rome/tools
ItChat,A complete and graceful API for Wechat.,https://github.com/littlecodersh/ItChat
emscripten,Emscripten: An LLVM-to-WebAssembly Compiler,https://github.com/emscripten-core/emscripten
seata,:fire: Seata is an easy-to-use high-performance open source distributed transaction solution.,https://github.com/seata/seata
pipenv,Python Development Workflow for Humans.,https://github.com/pypa/pipenv
viper,Go configuration with fangs,https://github.com/spf13/viper
Signal-Android,A private messenger for Android.,https://github.com/signalapp/Signal-Android
dnSpy,.NET debugger and assembly editor,https://github.com/dnSpy/dnSpy
netron,Visualizer for neural network deep learning and machine learning models,https://github.com/lutzroeder/netron
react-native-elements,Cross-Platform React Native UI Toolkit,https://github.com/react-native-elements/react-native-elements
iview,A high quality UI Toolkit built on Vue.js 2.0,https://github.com/iview/iview
GitHubDaily,GitHub A list cool interesting projects of GitHub.,https://github.com/GitHubDaily/GitHubDaily
angular-styleguide,Angular Style Guide: A starting point for Angular development teams to provide consistency through good practices.,https://github.com/johnpapa/angular-styleguide
fe-interview,3+156000+HTML/CSS/JavaScript/Vue/React/Nodejs/TypeScript/ECMAScritpt/Webpack/Jquery//,https://github.com/haizlin/fe-interview
text-generation-webui,A Gradio web UI for Large Language Models. Supports transformers GPTQ llama.cpp (GGUF) Llama models.,https://github.com/oobabooga/text-generation-webui
discord.js,A powerful JavaScript library for interacting with the Discord API,https://github.com/discordjs/discord.js
devtools,Browser devtools extension for debugging Vue.js applications.,https://github.com/vuejs/devtools
rollup,Next-generation ES module bundler,https://github.com/rollup/rollup
feather,Simply beautiful open-source icons,https://github.com/feathericons/feather
Web,,https://github.com/qianguyihao/Web
v2ray-core,A platform for building proxies to bypass network restrictions.,https://github.com/v2fly/v2ray-core
hosts,Consolidating and extending hosts files from several well-curated sources. Optionally pick extensions for porn social media and other categories.,https://github.com/StevenBlack/hosts
redash,Make Your Company Data Driven. Connect to any data source easily visualize dashboard and share your data.,https://github.com/getredash/redash
90DaysOfDevOps,I am using this repository to document my journey learning about DevOps. I began this process on January 1 2022 and plan to continue until March 31. I will be dedicating one hour each day including weekends to gaining a foundational understanding of the various aspects of DevOps. This will be a 90-day intensive study period. 2022 & 2023 inc.,https://github.com/MichaelCade/90DaysOfDevOps
professional-programming,A collection of learning resources for curious software engineers,https://github.com/charlax/professional-programming
servo,The Servo Browser Engine,https://github.com/servo/servo
react-three-fiber,A React renderer for Three.js,https://github.com/pmndrs/react-three-fiber
taichi,Productive & portable high-performance programming in Python.,https://github.com/taichi-dev/taichi
server,Nextcloud server a safe home for all your data,https://github.com/nextcloud/server
nsq,A realtime distributed messaging platform,https://github.com/nsqio/nsq
Summer2024-Internships,Collection of Summer 2023 & Summer 2024 tech internships!,https://github.com/SimplifyJobs/Summer2024-Internships
BaseRecyclerViewAdapterHelper,BRVAH:Powerful and flexible RecyclerAdapter,https://github.com/CymChad/BaseRecyclerViewAdapterHelper
pkg,Package your Node.js project into an executable,https://github.com/vercel/pkg
v2rayNG,A V2Ray client for Android support Xray core and v2fly core,https://github.com/2dust/v2rayNG
Awesome,:computer: An awesome & curated list of best applications and tools for Windows.,https://github.com/Awesome-Windows/Awesome
go,The Open Source Data Science Masters,https://github.com/datasciencemasters/go
mdb-ui-kit,Bootstrap 5 & Material Design UI KIT,https://github.com/mdbootstrap/mdb-ui-kit
ControlNet,Let us control diffusion models!,https://github.com/lllyasviel/ControlNet
hammer.js,A javascript library for multi-touch gestures :// You can touch this,https://github.com/hammerjs/hammer.js
awesome-swift,A collaborative list of awesome Swift libraries and resources. Feel free to contribute!,https://github.com/matteocrippa/awesome-swift
components,Component infrastructure and Material Design components for Angular,https://github.com/angular/components
coder2gwy,3,https://github.com/coder2gwy/coder2gwy
croc,Easily and securely send things from one computer to another :crocodile: :package:,https://github.com/schollz/croc
Hystrix,Hystrix is a latency and fault tolerance library designed to isolate points of access to remote systems services and 3rd party libraries stop cascading failure and enable resilience in complex distributed systems where failure is inevitable.,https://github.com/Netflix/Hystrix
Vundle.vim,Vundle the plug-in manager for Vim,https://github.com/VundleVim/Vundle.vim
RxSwift,Reactive Programming in Swift,https://github.com/ReactiveX/RxSwift
mpv,Command line video player,https://github.com/mpv-player/mpv
glances,Glances an Eye on your system. A top/htop alternative for GNU/Linux BSD Mac OS and Windows operating systems.,https://github.com/nicolargo/glances
faas,OpenFaaS - Serverless Functions Made Simple,https://github.com/openfaas/faas
iTerm2-Color-Schemes,Over 250 terminal color schemes/themes for iTerm/iTerm2. Includes ports to Terminal Konsole PuTTY Xresources XRDB Remmina Termite XFCE Tilda FreeBSD VT Terminator Kitty MobaXterm LXTerminal Microsoft's Windows Terminal Visual Studio Alacritty,https://github.com/mbadolato/iTerm2-Color-Schemes
spleeter,Deezer source separation library including pretrained models.,https://github.com/deezer/spleeter
expo,An open-source platform for making universal native apps with React. Expo runs on Android iOS and the web.,https://github.com/expo/expo
Mask_RCNN,Mask R-CNN for object detection and instance segmentation on Keras and TensorFlow,https://github.com/matterport/Mask_RCNN
flutter-go,flutter APP flutter 140+ demo,https://github.com/alibaba/flutter-go
MonitorControl,Control your display's brightness & volume on your Mac as if it was a native Apple Display. Use Apple Keyboard keys or custom shortcuts. Shows the native macOS OSDs.,https://github.com/MonitorControl/MonitorControl
mediapipe,Cross-platform customizable ML solutions for live and streaming media.,https://github.com/google/mediapipe
devise,Flexible authentication solution for Rails with Warden.,https://github.com/heartcombo/devise
eslint,Find and fix problems in your JavaScript code.,https://github.com/eslint/eslint
apollo,An open autonomous driving platform,https://github.com/ApolloAuto/apollo
docz,It has never been so easy to document your things!,https://github.com/doczjs/docz
gitlabhq,GitLab CE Mirror | Please open new issues in our issue tracker on GitLab.com,https://github.com/gitlabhq/gitlabhq
leetcode,LeetCode solutions in any programming language | LeetCode Offer 2 6,https://github.com/doocs/leetcode
coc.nvim,Nodejs extension host for vim & neovim load extensions like VSCode and host language servers.,https://github.com/neoclide/coc.nvim
ramda,:ram: Practical functional Javascript,https://github.com/ramda/ramda
backstage,Backstage is an open platform for building developer portals,https://github.com/backstage/backstage
aseprite,Animated sprite editor & pixel art tool (Windows macOS Linux),https://github.com/aseprite/aseprite
logrus,Structured pluggable logging for Go.,https://github.com/sirupsen/logrus
ngrok,Introspected tunnels to localhost,https://github.com/inconshreveable/ngrok
cal.com,Scheduling infrastructure for absolutely everyone.,https://github.com/calcom/cal.com
spacemacs,A community-driven Emacs distribution - The best editor is neither Emacs nor Vim it's Emacs *and* Vim!,https://github.com/syl20bnr/spacemacs
directus,The Modern Data Stack Directus is an instant REST+GraphQL API and intuitive no-code data collaboration app for any SQL database.,https://github.com/directus/directus
PhotoSwipe,JavaScript image gallery for mobile and desktop modular framework independent,https://github.com/dimsemenov/PhotoSwipe
vapor,A server-side Swift HTTP web framework.,https://github.com/vapor/vapor
Wox,Launcher for Windows an alternative to Alfred and Launchy.,https://github.com/Wox-launcher/Wox
stb,stb single-file public domain libraries for C/C++,https://github.com/nothings/stb
cascadia-code,This is a fun new monospaced font that includes programming ligatures and is designed to enhance the modern look and feel of the Windows Terminal.,https://github.com/microsoft/cascadia-code
pure,A set of small responsive CSS modules that you can use in every web project.,https://github.com/pure-css/pure
awesome-sysadmin,A curated list of amazingly awesome open source sysadmin resources inspired by Awesome PHP.,https://github.com/kahun/awesome-sysadmin
idiomatic.js,Principles of Writing Consistent Idiomatic JavaScript,https://github.com/rwaldron/idiomatic.js
penpot,Penpot - The Open-Source design & prototyping platform,https://github.com/penpot/penpot
whisper.cpp,Port of OpenAI's Whisper model in C/C++,https://github.com/ggerganov/whisper.cpp
python-telegram-bot,We have made you a wrapper you can't refuse,https://github.com/python-telegram-bot/python-telegram-bot
awesome-vscode,A curated list of delightful VS Code packages and resources.,https://github.com/viatsko/awesome-vscode
DeepSpeech,DeepSpeech is an open source embedded (offline on-device) speech-to-text engine which can run in real time on devices ranging from a Raspberry Pi 4 to high power GPU servers.,https://github.com/mozilla/DeepSpeech
streisand,Streisand sets up a new server running your choice of WireGuard OpenConnect OpenSSH OpenVPN Shadowsocks sslh Stunnel or a Tor bridge. It also generates custom instructions for all of these services. At the end of the run you are given an HTML file with instructions that can be shared with friends family members and fellow activists.,https://github.com/StreisandEffect/streisand
autocomplete,IDE-style autocomplete for your existing terminal & shell,https://github.com/withfig/autocomplete
milvus,A cloud-native vector database storage for next generation AI applications,https://github.com/milvus-io/milvus
architecture-components-samples,Samples for Android Architecture Components.,https://github.com/android/architecture-components-samples
core-js,Standard Library,https://github.com/zloirock/core-js
NativeScript,Empowering JavaScript with native platform APIs. Best of all worlds (TypeScript Swift Objective C Kotlin Java). Use what you love Angular Capacitor Ionic React Solid Svelte Vue with: SwiftUI Jetpack Compose Flutter and you name it compatible.,https://github.com/NativeScript/NativeScript
freqtrade,Free open source crypto trading bot,https://github.com/freqtrade/freqtrade
react-redux,Official React bindings for Redux,https://github.com/reduxjs/react-redux
openzeppelin-contracts,OpenZeppelin Contracts is a library for secure smart contract development.,https://github.com/OpenZeppelin/openzeppelin-contracts
awesome-piracy,A curated list of awesome warez and piracy links,https://github.com/Igglybuff/awesome-piracy
algorithms,Minimal examples of data structures and algorithms in Python,https://github.com/keon/algorithms
CodeHub,CodeHub is an iOS application written using Xamarin,https://github.com/CodeHubApp/CodeHub
localForage,Offline storage improved. Wraps IndexedDB WebSQL or localStorage using a simple but powerful API.,https://github.com/localForage/localForage
docker_practice,Learn and understand Docker&Container technologies with real DevOps practice!,https://github.com/yeasy/docker_practice
Real-ESRGAN,Real-ESRGAN aims at developing Practical Algorithms for General Image/Video Restoration.,https://github.com/xinntao/Real-ESRGAN
react-admin,A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs using ES6 React and Material Design,https://github.com/marmelab/react-admin
turbo,Incremental bundler and build system optimized for JavaScriptand TypeScript written in Rust including Turbopack and Turborepo.,https://github.com/vercel/turbo
quivr,Your Second Brain supercharged by Generative AI Dump all your files and chat with your personal assistant on your files & more using GPT 3.5/4 Private Anthropic VertexAI LLMs...,https://github.com/StanGirard/quivr
RevokeMsgPatcher,:trollface: A hex editor for WeChat/QQ/TIM - PC/QQ/TIM,https://github.com/huiyadanli/RevokeMsgPatcher
go-patterns,Curated list of Go design patterns recipes and idioms,https://github.com/tmrts/go-patterns
copilot-docs,Documentation for GitHub Copilot,https://github.com/github/copilot-docs
envoy,Cloud-native high-performance edge/middle/service proxy,https://github.com/envoyproxy/envoy
react-navigation,Routing and navigation for your React Native apps,https://github.com/react-navigation/react-navigation
30-Days-Of-React,30 Days of React challenge is a step by step guide to learn React in 30 days. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw,https://github.com/Asabeneh/30-Days-Of-React
mostly-adequate-guide,Mostly adequate guide to FP (in javascript),https://github.com/MostlyAdequate/mostly-adequate-guide
micro,A modern and intuitive terminal-based text editor,https://github.com/zyedidia/micro
setup-ipsec-vpn,Scripts to build your own IPsec VPN server with IPsec/L2TP Cisco IPsec and IKEv2,https://github.com/hwdsl2/setup-ipsec-vpn
guzzle,Guzzle an extensible PHP HTTP client,https://github.com/guzzle/guzzle
openssl,TLS/SSL and crypto library,https://github.com/openssl/openssl
srs,SRS is a simple high-efficiency real-time video server supporting RTMP WebRTC HLS HTTP-FLV SRT MPEG-DASH and GB28181.,https://github.com/ossrs/srs
trilium,Build your personal knowledge base with Trilium Notes,https://github.com/zadam/trilium
sails,Realtime MVC Framework for Node.js,https://github.com/balderdashy/sails
exa,A modern replacement for ls.,https://github.com/ogham/exa
Telegram,Telegram for Android source,https://github.com/DrKLO/Telegram
awesome-actions,A curated list of awesome actions to use on GitHub,https://github.com/sdras/awesome-actions
tdesktop,Telegram Desktop messaging app,https://github.com/telegramdesktop/tdesktop
